name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_rd_open_file.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_rd_lock_file.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsnanoxwin.c_warp_coords.c,60,60
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_copy_mem.c,112,2854
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_get_pixel2.c,15,15
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_rd_write_file.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_set_pixel2.c,15,15
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_is_pixel_on.c,18,18
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_polyline.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_ellipse.c,13,13
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_move_pointer.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_set_clip.c,18,18
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_generate_random.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_rd_close_file.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_warp_coords.c,57,57
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_rd_close_file.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_rd_read_file.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_rd_lseek_file.c,7,7
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_rd_read_file.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_save_licence.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_save_licence.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_rd_lseek_file.c,7,7
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_create_colourmap.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_select.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_set_pixel_on.c,12,12
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_polygon.c,11,11
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_get_numlock_state.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_load_licence.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_rd_lock_file.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_error.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_create_glyph.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_triblt.c,15,15
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_destroy_bitmap.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_create_bitmap.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_create_cursor.c,11,11
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_destroy_glyph.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_rd_write_file.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_desktop_save.c,9,9
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_ellipse.c,13,13
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_line.c,10,10
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_rd_open_file.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_move_pointer.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_patblt.c,12,12
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_rect.c,9,9
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_set_colourmap.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_select.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_desktop_restore.c,9,9
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_warning.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_triblt.c,15,15
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_draw_text.c,23,23
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_memblt.c,12,12
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_xmalloc.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_destroy_cursor.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopvncvnc.c_get_key_state.c,14,14
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_destblt.c,9,9
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_get_numlock_state.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopvncvnc.c_vncwinClipRect.c,67,67
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_paint_bitmap.c,11,11
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_screenblt.c,11,11
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_set_cursor.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_polygon.c,11,11
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_set_clip.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxclip.c_crlf2lf.c,22,22
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxwin.c_get_input_mask.c,43,43
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_unimpl.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_xfree.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxwin.c_ui_end_update.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxkeymap.c_xkeymap_translate_button.c,13,13
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopvncvnc.c_ui_set_clip.c,16,16
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_xrealloc.c,7,7
extr_reactosmodulesrosappsapplicationsscreensaversmatrixmatrix.c_GlyphIntensity.c,8,8
extr_reactosmodulesrosappsapplicationsscreensaversmatrixmessage.c_ClearMatrixMessage.c,10,10
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopvncx11stubs.c_XDisplayKeycodes.c,11,11
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetBuildNumber.c,14,14
extr_reactosmodulesrosappsapplicationsscreensaversstarfieldscreensaver.c_MoveStarField.c,11,11
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetServicePack.c,15,15
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulehercules.c_PrintGrafHercules.c,13,13
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetType.c,15,15
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleparse.c_ConvertTokenToProcess.c,7,7
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxwin.c_ui_begin_update.c,5,5
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulehercules.c_SetForegroundColorHercules.c,8,8
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxkeymap.c_is_modifier.c,13,13
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxwin.c_calculate_mask_weight.c,16,79
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleserial.c_ReadPacket.c,6,6
extr_reactosmodulesrosappsapplicationsscreensaversmatrixmatrix.c_RedrawBlip.c,34,34
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleserial.c_SetForegroundColorSerial.c,7,7
extr_reactosmodulesrosappsapplicationsscreensaversmatrixmessage.c_crc_msgrand.c,16,16
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulesymbols.c_ReadHex.c,47,47
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetMajValue.c,21,21
extr_reactosmodulesrosappsapplicationsscreensaversstarfieldscreensaver.c_SetDimensions.c,16,16
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetVersionNumber.c,23,23
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulehercules.c_SetBackgroundColorHercules.c,8,8
extr_reactosmodulesrosappsapplicationssysutilsgettypegettype.c_GetSystemRole.c,28,28
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleparse.c_ConvertTokenToDec.c,19,19
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleparse.c_DecodeVmFlags.c,7,7
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_isalpha.c,23,23
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_islower.c,15,15
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulevga.c_ClrLineVga.c,10,10
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleserial.c_SetBackgroundColorSerial.c,7,7
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_toupper.c,10,10
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulesymbols.c_HEADER_TO_BODY.c,8,8
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulevga.c_InvertLineVga.c,10,10
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulevga.c_SetForegroundColorVga.c,8,8
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulesyscall.c_CSyscallHandler.c,7,7
extr_reactosmodulesrosappsapplicationswinfilewinefile.c_TypeOrderFromDirname.c,12,12
extr_reactosmodulesrosappsapplicationssysutilsutilsrosperfrosperf.c_NullInit.c,10,10
extr_reactosmodulesrosappstemplatesdialogtrace.c_Trace.c,5,5
extr_reactosmodulesrosappslibvfdlibvfdfat.c_SelectDosBpb.c,23,191
extr_reactosmodulesrosappstemplatesold_wordpadopensave.c_DoWriteFile.c,6,6
extr_reactosmodulesrostestsapitestsgdi32DPtoLP.c_SetXForm1.c,17,17
extr_reactosmodulesrostestsapitestsgdi32GetFontResourceInfoW.c_ReplaceChars.c,21,3325
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_isprint.c,12,12
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulevga.c_HatchLineVga.c,10,10
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_isdigit.c,15,15
extr_reactosmodulesrostestsapitestsgdi32LPtoDP.c_SetXForm2.c,17,17
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_towlower.c,12,12
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulevga.c_SetBackgroundColorVga.c,8,8
extr_reactosmodulesrosappsapplicationssysutilsutilsrosperfrosperf.c_NullCleanup.c,6,6
extr_reactosmodulesrostestsapitestsincludemsgtrace.h_IseKeyMsg.c,17,17
extr_reactosmodulesrostestsapitestsuser32DeferWindowPos.c_get_iwnd.c,19,19
extr_reactosmodulesrosappstemplatesdialogtrace.c_Assert.c,8,8
extr_reactosmodulesrosappstemplatesmdichildwnd.c_OnSize.c,11,11
extr_reactosmodulesrosappsdriversvcdromvcdrom.c_ViSetIoStatus.c,14,14
extr_reactosmodulesrostestsapitestscomctl32button.c_get_iwnd.c,13,13
extr_reactosmodulesrostestsapitestsgdi32DPtoLP.c_SetXForm2.c,17,17
extr_reactosmodulesrostestsapitestsuser32NextDlgItem.c_GetNameFromID.c,14,14
extr_reactosmodulesrostestsapitestsgdi32LPtoDP.c_SetXForm1.c,17,17
extr_reactosmodulesrostestsapitestsuser32SystemParametersInfo.c_get_iwnd.c,13,13
extr_reactosmodulesrostestsapitestswin32ntntuserNtUserCallHwndLock.c_Test_HwndLockRoutine_ArrangeIconicWindows.c,5,5
extr_reactosmodulesrostestsapitestsuxthemeDrawThemeParentBackground.c_get_iwnd.c,13,13
extr_reactosmodulesrostestsapitestsincludemsgtrace.h_IsDWmMsg.c,17,17
extr_reactosmodulesrostestsapitestswin32ntntuserNtUserCallHwndLock.c_Test_HwndLockRoutine_WindowHasShadow.c,5,5
extr_reactosmodulesrostestsapitestsuser32CreateWindowEx.c_get_iwnd.c,20,20
extr_reactosmodulesrostestskmtestsntos_exExInterlocked.c_Large.c,8,8
extr_reactosmodulesrosteststestsglobal_memglobal_mem.c_TEST_CombineStatus.c,22,22
extr_reactosmodulesrostestsregtestsgdixlate.c_GetDIBPixel.c,24,24
extr_reactosmodulesrosteststestsparttestparttest.c_CheckAgainstFAT.c,12,12
extr_reactosmodulesrostestsapitestsuser32EmptyClipboard.c_get_iwnd.c,12,12
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_minusone_2.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest.c_passthrough_handler.c,9,9
extr_reactosmodulesrostestsapitestsuser32TrackMouseEvent.c_get_iwnd.c,16,16
extr_reactosmodulesrostestsapitestsuser32SetActiveWindow.c_get_iwnd.c,13,13
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_minusone_4.c,7,7
extr_reactosmodulesrostestsapitestswin32ntntuserNtUserCallHwndLock.c_Test_HwndLockRoutine_RedrawFrame.c,5,5
extr_reactosmodulesrostestsapitestswin32ntntgdiNtGdiCreateDIBSection.c_GetBitmapSize.c,20,20
extr_reactosmodulesrostestsdibtestspalbitbltpal.c_GeneratePalette.c,35,7432
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_negative_3.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_one_2.c,6,6
extr_reactosmodulesrosteststestsnoexecutenoexecute.c_test.c,7,7
extr_reactosmodulesrosteststestsDxHalTestmain.h_DDErrorString.c,14,14
extr_reactosmodulesrosteststestsparttestparttest.c_CheckAgainstMBR.c,13,13
extr_reactosmodulesrostestskmteststcpipconnect.c_htons.c,12,12
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_arg.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_minusone_3.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_positive_3.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_one_4.c,7,7
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_negative_2.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_zero_2.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_zero_4.c,7,7
extr_reactosmodulesrostestswinetestsadvpackinstall.c_is_spapi_err.c,14,14
extr_reactosmodulesrostestswinetestscomctl32imagelist.c_DIB_GetWidthBytes.c,13,13
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_one_3.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_negative_4.c,7,7
extr_reactosmodulesrostestswinetestscrypt32oid.c_funky.c,6,6
extr_reactosmodulesrostestswinetestsgdi32bitmap.c_get_bitmap_stride.c,11,11
extr_reactosmodulesrostestswinetestsdplayxdplayx.c_dpid2char.c,26,3331
extr_reactosmodulesrostestswinetestscomctl32toolbar.c_MakeButton.c,22,22
extr_reactosmodulesrostestswinetestsgdi32bitmap.c_get_nearest.c,36,36
extr_reactosmodulesrostestswinetestsgdiplusgraphics.c_set_rect_empty.c,17,17
extr_reactosmodulesrostestswinetestsgdi32dib.c_rop_uses_src.c,14,14
extr_reactosmodulesrostestswinetestskernel32heap.c_heap_flags_from_global_flag.c,31,31
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_positive_4.c,7,7
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_positive_2.c,6,6
extr_reactosmodulesrosteststestspseh2psehtest2.c_return_zero_3.c,6,6
extr_reactosmodulesrostestswinetestscomctl32taskdialog.c_init_test_message.c,28,28
extr_reactosmodulesrostestswinetestscomctl32button.c_ignore_message.c,51,51
extr_reactosmodulesrosteststestspseh2psehtest2.c_set_positive.c,7,7
extr_reactosmodulesrostestswinetestsdsoundds3d.c_init_format.c,42,42
extr_reactosmodulesrostestswinetestsgdi32bitmap.c_get_dib_stride.c,11,11
extr_reactosmodulesrostestswinetestsmsctfinputprocessor.c_expected_count.c,9,9
extr_reactosmodulesrostestswinetestscomdlg32finddlg.c_handle_findmsg.c,6,6
extr_reactosmodulesrostestswinetestsgdiplusimage.c_documented_type.c,14,14
extr_reactosmodulesrostestswinetestsgdiplusfont.c_set_rect_empty.c,17,17
extr_reactosmodulesrostestswinetestsdplayxdplayx.c_dpMsgType2str.c,14,14
extr_reactosmodulesrostestswinetestsmsxml3saxreader.c_set_expected_seq.c,7,7
extr_reactosmodulesrostestswinetestsgdi32bitmap.c_setup_picture.c,18,18
extr_reactosmodulesrostestswinetestskernel32loader.c_is_mem_writable.c,12,12
extr_reactosmodulesrostestswinetestsntdllrtl.c___my_ushort_swap.c,10,10
extr_reactosmodulesrostestswinetestsntdlltime.c_IsLeapYear.c,16,16
extr_reactosmodulesrostestswinetestsoleaut32usrmarshal.c_elem_wire_size.c,13,13
extr_reactosmodulesrostestswinetestsmshtmlactivex.c_init_test.c,23,23
extr_reactosmodulesrostestswinetestsoleaut32vartest.c_IsValidVariantCopyIndVT.c,21,21
extr_reactosmodulesrostestswinetestsshell32shellpath.c_myPathIsRootA.c,18,18
extr_reactosmodulesrostestswinetestsuser32dialog.c_KeyDownData.c,26,26
extr_reactosmodulesrostestswinetestsuser32msg.c_ignore_message.c,41,41
extr_reactosmodulesrostestswinetestsntdllrtl.c_RtlpMakeHandleAllocated.c,12,12
extr_reactosmodulesrostestswinetestsurlmonuri.c_add_default_flags.c,41,41
extr_reactosmodulesrostestswinetestsuser32win.c_window_to_index.c,27,4348
extr_reactosmodulesrostestswinetestswindowscodecstiffformat.c_width_bytes.c,12,12
extr_reactosmodulesrostestswinetestsmsvfw32msvfw.c_get_stride.c,11,11
extr_reactosmodulesrostestswinetestsntdllrtl.c_get_rva.c,9,9
extr_reactosmodulesrostestswinetestsoleaut32safearray.c_SAFEARRAY_GetVTSize.c,13,13
extr_reactosmodulesrostestswinetestswinmmmixer.c_target_type.c,14,14
extr_reactosmodulesrostestswinetestsoleaut32vartest.c_IsValidVariantClearVT.c,26,26
extr_reactosmodulesrostestswinetestswinmmmixer.c_component_type.c,14,14
extr_reactosmodulesrostestswinetestsscrrundictionary.c_get_num_hash.c,10,10
extr_reactosmodulesrostestswinetestsriched20richole.c_fill_reobject_struct.c,46,46
extr_reactosmodulesrostestswinetestsurlmonurl.c_is_urlmon_protocol.c,32,32
extr_reactosmodulesrostestswinetestsuser32dialog.c_id.c,11,11
extr_reactosmodulesrostestswinetestsws2_32sock.c_test_buffer.c,30,30
extr_reactosmodulesrostestswinetestsuser32win.c_ignore_message.c,41,41
extr_reactosmodulesrostestswinetestswindowscodecsmetadata.c_ushort_bswap.c,10,10
extr_reactosmodulesrostestswinetestswinetestutil.c_goodtagchar.c,30,30
extr_reactosmodulesrostestswinetestsusp10usp10.c_make_surrogate.c,14,14
extr_reactosmodulesrostestswinetestsxmllitereader.c_type_to_str.c,12,12
extr_reactosntoskrnlkdbgamd64i386-dis.c_KdbpNopPrintAddress.c,6,6
extr_reactosntoskrnlkdbgi386i386-dis.c_KdbpNopPrintAddress.c,6,6
extr_reactosmodulesrostestswinetestswinmmwave.c_bytes_to_samples.c,10,10
extr_reactosntoskrnlkdbgkdb_cli.c_KdbpCmdBugCheck.c,9,9
extr_reactosmodulesrostestswinetestswinmmmixer.c_control_type.c,14,14
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorDiv.c,9,9
extr_reactosntoskrnlkdbgkdb_cli.c_KdbpInNmiOrDoubleFaultHandler.c,27,27
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorMod.c,10,10
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorGreaterThan.c,11,11
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorNotEquals.c,11,11
extr_reactosntoskrnlkdwrappersgdbstub.c_GspFindSwBreakpoint.c,13,13
extr_reactosmodulesrostestswinetestsxmllitereader.c_state_to_str.c,12,12
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorLessThan.c,11,11
extr_reactosntoskrnlkdwrappersgdbstub_powerpc.c_GspComputeSignal.c,13,13
extr_reactosntoskrnlkdbgamd64i386-dis.c_KdbpMemoryError.c,7,7
extr_reactosntoskrnlkdwrappersgdbstub_powerpc.c_HexValue.c,17,17
extr_reactosntoskrnlkdbgi386i386-dis.c_KdbpMemoryError.c,7,7
extr_reactosntoskrnlkdbgkdb_cli.c_KdbpCmdContinue.c,7,7
extr_reactossdklib3rdpartyadnsclientadh-query.c_check_status.c,29,113
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorAdd.c,8,8
extr_reactossdklib3rdpartyadnssrcinternal.h_ctype_alpha.c,23,23
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorEquals.c,11,11
extr_reactosntoskrnlkdwrappersgdbstub.c_HexValue.c,17,17
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorGreaterThanOrEquals.c,11,11
extr_reactossdklib3rdpartyadnssrcinternal.h_ctype_whitespace.c,19,19
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorSub.c,8,8
extr_reactosntoskrnlkdwrappersgdbstub_powerpc.c_GspReadMemSafe.c,17,17
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorLessThanOrEquals.c,11,11
extr_reactossdklib3rdpartyadnssrcsetup.c_adns_numservers.c,7,7
extr_reactosntoskrnlwmiwmidrv.c_WmiSetMark.c,7,7
extr_reactossdklib3rdpartybzip2blocksort.c_fallbackSimpleSort.c,12,12
extr_reactossdklib3rdpartyadnssrctypes.c_mf_flat.c,6,6
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorMul.c,8,8
extr_reactossdklib3rdpartybzip2bzip2.c_uInt64_isZero.c,16,16
extr_reactossdklib3rdpartybzip2bzip2.c_applySavedFileAttrToOutputFile.c,5,5
extr_reactossdklib3rdpartybzip2bzlib.c_isempty_RL.c,14,14
extr_reactossdklib3rdpartybzip2huffman.c_BZ2_hbAssignCodes.c,36,3344
extr_reactossdklib3rdpartyadnssrcinternal.h_ctype_digit.c,15,15
extr_reactossdklib3rdpartybzip2bzip2.c_saveInputFileMetaInfo.c,5,5
extr_reactossdklib3rdpartyfreetypesrcbasefthash.c_hash_num_compare.c,14,14
extr_reactossdklib3rdpartybzip2blocksort.c_mmed3.c,14,14
extr_reactossdklib3rdpartyadnssrcgeneral.c_adns__vbuf_init.c,11,11
extr_reactossdklib3rdpartyadnssrcinternal.h_errno_resources.c,17,17
extr_reactossdklib3rdpartyfreetypesrcbaseftstroke.c_ft_stroke_border_get_counts.c,35,35
extr_reactossdklib3rdpartyfreetypesrcbasefttrigon.c_ft_trig_downscale.c,77,77
extr_reactossdklib3rdpartyadnssrcsetup.c_saveerr.c,9,9
extr_reactossdklib3rdpartybzip2compress.c_bsFinishWrite.c,8,8
extr_reactossdklib3rdpartyfreetypesrcotvalidotvgpos.c_otv_value_length.c,28,28
extr_reactossdklib3rdpartyadnssrctypes.c_search_sortlist.c,21,21
extr_reactossdklib3rdpartybzip2bzip2.c_applySavedTimeInfoToOutputFile.c,5,5
extr_reactossdklib3rdpartybzip2compress.c_BZ2_bsInitWrite.c,9,9
extr_reactossdklib3rdpartybzip2bzlib.c_init_RL.c,9,9
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_decode_bytes.c,36,36
extr_reactossdklib3rdpartybzip2bzip2.c_setExit.c,10,10
extr_reactossdklib3rdpartyfreetypesrcbaseftbbox.c_BBox_Line_To.c,11,11
extr_reactossdklib3rdpartyfreetypesrcbasefthash.c_hash_num_lookup.c,36,36
extr_reactossdklib3rdpartyfreetypesrcpshinterpshrec.c_ps_dimension_end_mask.c,11,11
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_decode_rle2.c,25,25
extr_reactossdklib3rdpartyfreetypesrcpshinterpshrec.c_ps_mask_clear_bit.c,11,11
extr_reactossdklib3rdpartyfreetypesrcbasemd5.c_MD5_Init.c,17,17
extr_reactossdklib3rdpartyfreetypesrcbaseftstroke.c_ft_stroke_border_reset.c,12,12
extr_reactossdklib3rdpartyfreetypesrcrasterftraster.c_Split_Conic.c,71,71
extr_reactossdklib3rdpartyfreetypesrcpcfpcfread.c_pcf_has_table_type.c,24,3329
extr_reactossdklib3rdpartyfreetypesrcsfntsfdriver.c_sfnt_is_postscript.c,12,12
extr_reactossdklib3rdpartyfreetypesrcsmoothftgrays.c_gray_split_cubic.c,129,129
extr_reactossdklib3rdpartybzip2dllmain.c_bz_internal_error.c,5,5
extr_reactossdklib3rdpartyfreetypesrcwinfontswinfnt.c_fnt_cmap_char_index.c,17,17
extr_reactossdklib3rdpartylibmpg123parse.c_compute_bpf.c,12,12
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_decode_rle1.c,27,27
extr_reactossdklib3rdpartyfreetypesrcpshinterpshrec.c_ps_dimension_init.c,11,11
extr_reactossdklib3rdpartylibmpg123index.c_fi_next.c,9,9
extr_reactossdklib3rdpartylibmpg123readers.c_bad_rewind.c,5,5
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_init.c,31,31
extr_reactossdklib3rdpartyfreetypesrcrasterftraster.c_Split_Cubic.c,107,107
extr_reactossdklib3rdpartylibmpg123readers.c_generic_tell.c,12,12
extr_reactossdklib3rdpartyfreetypesrcpshinterpshrec.c_ps_mask_test_bit.c,13,13
extr_reactossdklib3rdpartylibmpg123readers.c_bc_seekback.c,15,15
extr_reactossdklib3rdpartylibsampleratesamplerate.c_src_error.c,12,12
extr_reactossdklib3rdpartylibmpg123readers.c_bad_close.c,5,5
extr_reactossdklib3rdpartyfreetypesrctoolsftrandomftrandom.c_getErrorCnt.c,15,15
extr_reactossdklib3rdpartyfreetypesrcsmoothftgrays.c_gray_split_conic.c,71,71
extr_reactossdklib3rdpartylibmpg123readers.c_bc_fill.c,9,9
extr_reactossdklib3rdpartylibsampleratesrc_sinc.c_int_to_fp.c,8,8
