name,static_instructions_case_int-bounds_O0,dynamic_instructions_case_int-bounds_O0
extr_reactossdklibfslibext2libMemory.c_ext2_group_of_blk.c,14,14
extr_linuxdriversdmadw-axi-dmac..dmaengine.h_dma_set_residue.c,11,11
extr_wcdbrepairsqliterk.c_sqliterkSetUserInfo.c,14,14
extr_linuxdriversnetwirelessathath9kbeacon.c_ath9k_reset_beacon_status.c,9,9
extr_linuxsoundsoccodecswm9705.c_wm9705_soc_remove.c,5,5
extr_linuxdriversstagingmediadavinci_vpfedm365_ipipe.c_ipipe_validate_gic_params.c,33,33
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VSC_PIPE_CONFIG_Y.c,9,9
extr_linuxdriversgpuhost1xhwhw_host1x01_sync.h_host1x_sync_cf_setup_r.c,8,8
extr_linuxmmmmap.c_special_mapping_close.c,5,5
extr_h2ot00unitlibcommon........libcommonsocket.c_obtain_tcp_info.c,10,10
extr_hashcatsrcmodulesmodule_04110.c_module_init.c,203,203
extr_linuxarchx86kernelcputopology.c_detect_extended_topology_early.c,6,6
extr_linuxdriversnetwirelessathath9kar9003_aic.c_ar9003_hw_is_aic_enabled.c,8,8
extr_linuxtoolsperfuibrowsers....utilcpumap.h_cpu_map__id_to_socket.c,7,7
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deplinuxusb_ops_linux.c_usb_write_mem.c,8,8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_muls_aa_lh_Slot_inst_encode.c,7,7
extr_BGAQRCode-Androidzbarsrcmainjnizbarerror.h_err_init.c,12,12
extr_linuxarchpowerpckerneltraps.c___parse_fpscr.c,32,32
extr_numpynumpylinalglapack_litef2c_blas.c_drot_.c,23,23
extr_linuxdriversstaginggreybusspilib.c_tx_header_fit_operation.c,22,22
extr_linuxsoundx86intel_hdmi_audio.c_had_iec958_info.c,12,12
extr_linuxdriversnetethernetalacritechslicoss.c_slic_get_free_queue_descs.c,18,18
extr_linuxcryptodh.c_dh_check_params_length.c,12,12
extr_linuxdriversgpudrmamddisplaydcdce110dce110_opp_regamma_v.c_dce110_opp_set_regamma_mode_v.c,6,6
extr_mimikatzmodulessqlite3_omit.c_sqlite3_value_type.c,9,9
extr_linuxdriversscsifnicfnic.h_fnic_chk_state_flags_locked.c,13,13
extr_libuvtesttest-loop-close.c_loop_instant_close_work_cb.c,5,5
extr_linuxsoundsoccodecs....hdalocal.h_get_wcaps_type.c,13,13
extr_linuxdriversledstriggerledtrig-heartbeat.c_heartbeat_panic_notifier.c,9,9
extr_linuxfsefsefs.h_SUPER_INFO.c,7,7
extr_linuxdriversnetethernethphp100.c_hp100_misc_interrupt.c,13,13
extr_emscriptentestsnbody-javaorg_apache_harmony_niochar_charset_UTF_8_Encoder.c___DELETE_org_apache_harmony_niochar_charset_UTF_8_Encoder.c,6,6
extr_linuxdriversnetethernetfaradayftgmac100.c_ftgmac100_tx_buf_avail.c,14,14
extr_linuxsoundsoccodecsmax98926.c_max98926_volatile_register.c,12,12
extr_linuxtoolsperfbuiltin-stat.c_perf_env__get_cpu.c,14,14
extr_linuxarchx86kernelcpumicrocodeamd.c_get_builtin_microcode.c,7,7
extr_linuxtoolsperfutilstat.c_rel_stddev_stats.c,17,17
extr_darwin-xnuosfmkkernhost.c_get_host_info_data_index.c,19,19
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopdisk.c_convert_1970_to_filetime.c,23,23
extr_darwin-xnuosfmkarmcommpagecommpage.c_commpage_update_mach_approximate_time.c,5,5
extr_FFmpeglibavcodecmipscelp_filters_mips.c_ff_celp_filter_init_mips.c,5,5
extr_linuxdriversgpudrmgma500opregion.h_psb_intel_opregion_fini.c,5,5
extr_linuxdriversmediausbtm6000tm6000-video.c_is_res_streaming.c,12,12
extr_wcdbrepairsqliterk_btree.c_sqliterkBtreeGetType.c,11,11
extr_linuxdriversnetdsaqca8k.c_qca8k_get_tag_protocol.c,7,7
extr_linuxdriversnetxen-netfront.c_xennet_can_sg.c,8,8
extr_linuxdriversusbchipideaotg_fsm.h_ci_otg_fsm_irq.c,6,6
extr_linuxdriversmediadvb-frontendsgp8psk-fe.c_gp8psk_fe_get_tune_settings.c,9,9
extr_linuxtoolstestingselftestsrseqparam_test.c_test_signal_interrupt_handler.c,8,8
extr_reactosmodulesrosappsapplicationssysutilsutilsrosperfrosperf.c_NullInit.c,10,10
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_PIPE_SRC_FORMAT_FETCH_PLANES.c,9,9
extr_linuxnetsunrpcauth.c_pseudoflavor_to_flavor.c,12,12
extr_linuxdriversscsisym53c8xx_2sym_misc.h___sym_que_add.c,19,19
extr_rufussrcext2fsmmp.c_ext2fs_mmp_init.c,6,6
extr_linuxdriversstagingmt7621-ethmdio.h_mtk_mdio_cleanup.c,5,5
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cu..rtl8192cehw.h_rtl92c_get_chnl_group.c,12,12
extr_linuxdriversmediadvb-frontendstda10071.c_tda10071_get_tune_settings.c,13,13
extr_linuxdriversscsibfabfa_fcs.h_bfa_fcs_rport_get_halrport.c,7,7
extr_darwin-xnuosfmkkerngzalloc.c_gzalloc_tracked.c,12,12
extr_linuxdriversisdnhisaxst5481_usb.c_st5481_isoc_flatten.c,13,13
extr_linuxdriversbaseplatform.c_platform_drv_probe_fail.c,7,7
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_FS_RENDER_COMPONENTS_RT6.c,9,9
extr_linuxarchmipsloongson64commondma.c___dma_to_phys.c,8,8
extr_obs-studiolibobsutilbase.c_base_get_log_handler.c,16,16
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_20nm_PHY_LN_CFG_1.c,8,8
extr_linuxdriversdmadmaengine.h_dma_cookie_assign.c,23,23
extr_linuxdriversmediadvb-frontendstda18271c2dd.c_reset.c,63,63
extr_linuxtoolsperfuibrowsers....utilhist.h_advance_hpp.c,15,15
extr_linuxdriversnetdsalan9303-core.c_alr_reg_to_mac.c,37,37
extr_linuxdrivershwmonf71882fg.c_fan_to_reg.c,13,13
extr_linuxsoundcorepcm_misc.c_snd_pcm_rate_to_rate_bit.c,12,12
extr_linuxnetmac80211debugfs_netdev.h_ieee80211_debugfs_add_netdev.c,5,5
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_middle_packet_crc_hdl.c,20,20
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VSC_PIPE_CONFIG_X.c,9,9
extr_linuxdriversssbsdio.c_ssb_sdio_dev.c,7,7
extr_gitbuiltinfsck.c_mark_used.c,16,16
extr_tenginesrcmailngx_mail_smtp_handler.c_ngx_mail_smtp_starttls.c,7,7
extr_linuxdrivershwmonf71805f.c_pwm_freq_to_reg.c,18,18
extr_linuxdriversgpudrmradeonrs600.c_rs600_gart_get_page_entry.c,29,29
extr_linuxdriversgpudrmamdamdgpuamdgpu_amdkfd.c_amdgpu_amdkfd_evict_userptr.c,7,7
extr_linuxdriversmediatunerstuner-simple.c_tuner_islocked.c,7,7
extr_SoftEtherVPNsrcCedarProto_IKE.c_IsIPsecSaTunnelMode.c,21,21
extr_linuxdriversmdbcachebcache.h_bucket_gc_gen.c,9,9
extr_SoftEtherVPNsrcMayaquaNetwork.c_IsTubeConnected.c,17,17
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_tdls_hdl.c,7,7
extr_linuxdriversnetethernetagereet131x.c_et131x_get_regs_len.c,6,6
extr_linuxdriversnetwirelessinteliwlwifimvmmac80211.c_iwl_mvm_mac_config.c,7,7
extr_linuxdriversgpudrmvc4vc4_firmware_kms.c_vc4_fkms_connector_detect.c,7,7
extr_linuxdriversphyhisiliconphy-histb-combphy.c_is_mode_fixed.c,12,12
extr_linuxdriverscharipmiipmi_msghandler.c_is_ipmb_addr.c,11,11
extr_linuxdriversthermalclock_cooling.c_clock_cooling_get_cur_state.c,14,14
extr_linuxtoolstestingselfteststimersinconsistency-check.c_clockstring.c,14,14
extr_linuxdriversscsiqla2xxxtcm_qla2xxx.c_tcm_qla2xxx_sess_get_index.c,6,6
extr_linuxnetbatman-advmulticast.h_batadv_mcast_free.c,5,5
extr_linuxdriversnetethernetmellanoxmlx5coreen_main.c_mlx5e_get_mpwqe_offset.c,11,11
extr_linuxdriversnetethernetnetronomenfpnic..nfpcorenfp_nsp.h_nfp_eth_supported_fec_modes.c,7,7
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_tim.c_TI3_Config.c,55,55
extr_linuxdriversscsihptiop.c_hptiop_internal_memfree_itl.c,6,6
extr_linuxdriverspcihotplug..pcieportdrv.h_set_service_data.c,9,9
extr_linuxdriversgpudrmnouveaunouveau_debugfs.h_nouveau_debugfs_fini.c,5,5
extr_linuxdriversnetethernetsfcmcdi.h_efx_mcdi_mon_remove.c,5,5
extr_linuxdriversnetethernetinteligbigb_ethtool.c_igb_get_regs_len.c,6,6
extr_linuxdriversmediapcisaa7134saa7134-tvaudio.c_saa7134_tvaudio_close.c,8,8
extr_linuxdrivershidhid-picolcd.h_picolcd_debug_raw_event.c,9,9
extr_opensslcryptoblake2blake2b_mac.c_blake2b_mac_copy.c,11,11
extr_linuxdriversnetcanusbpeak_usbpcan_usb_fd.c_pufd_omsg_get_channel.c,8,8
extr_mongooseexamplesapi_serversqlite3.c_selectOpName.c,20,20
extr_linuxdriversthermalthermal_sysfs.c_cooling_device_stats_destroy.c,5,5
extr_labq3map2libspicomodelpicomodel.c_PicoGetSurfaceData.c,11,11
extr_labenginecoderenderergl2tr_shade.c_DrawNormals.c,5,5
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd.c_dwc_otg_hcd_urb_set_params.c,41,41
extr_linuxdriversmediaplatformdavincivpbe_venc.c_venc_remove.c,6,6
extr_FFmpeglibavformatutils.c_determinable_frame_size.c,12,12
extr_linuxdriversiiodacad5380.c_ad5380_reg_false.c,7,7
extr_labenginecodebotlibbe_ai_weap.c_BotResetWeaponState.c,5,5
extr_SoftEtherVPNsrcCedarClient.c_CiChangeAllVLanMacAddressIfCleared.c,5,5
extr_linuxdriversnetteamteam.c_team_mcast_rejoin_count_set.c,11,11
extr_linuxdriversusbhostohci-omap.c_tps65010_set_gpio_out_value.c,7,7
extr_darknetsrcstb_image.h_stbi__blinn_8x8.c,15,15
extr_linuxdriversnethypervnetvsc_drv.c_netvsc_get_rss_hash_opts.c,25,25
extr_linuxdriverss390charsclp_tty.c_sclp_tty_state_change.c,5,5
extr_reactoswin32ssprintingmonitorslocalmonmain.c__IsNEPort.c,17,17
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_2D_SRC_SIZE_ARRAY_PITCH.c,10,10
extr_linuxdriversnetethernetmellanoxmlx5coreeswitch_offloads.c_esw_vlan_action_get_vport.c,21,21
extr_linuxarchx86xenpmu.h_xen_pmu_finish.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rems_Slot_inst_encode.c,7,7
extr_linuxnetsunrpcsvcsock.c_svc_reclassify_socket.c,5,5
extr_linuxarchsparckernelsmp_32.c_setup_profiling_timer.c,7,7
extr_linuxdriversmediadvb-frontendsmb86a16.c_mb86a16_init.c,6,6
extr_linuxdriversusbgadgetudcsnps_udc_core.c_udc_get_frame.c,7,7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_oeq_s_Slot_inst_encode.c,7,7
extr_linuxdriverss390blockdasd.c_dasd_device_set_stop_bits.c,10,10
extr_radare2librbinpbin_ninds.c_baddr.c,6,6
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_RENDER_CONTROL_BIN_WIDTH.c,10,10
extr_linuxarchs390kvmvsie.c_set_validity_icpt.c,17,17
extr_linuxsoundpcics46xxdsp_spos.c_find_free_scb_index.c,16,16
extr_micropythonportsesp32mpthreadport.c_vPortCleanUpTCB.c,5,5
extr_darknetsrcstb_image.h_stbi__pnm_isdigit.c,18,18
extr_linuxfsudffile.c_udf_adinicb_direct_IO.c,7,7
extr_linuxdriversgpudrmamdamdgpucik.c_cik_common_is_idle.c,6,6
extr_linuxdrivershwmonrpi-poe-fan.c_rpi_poe_fan_update_state.c,14,14
extr_linuxdriversedaci5100_edac.c_i5100_ferr_nf_mem_chan_indx.c,8,8
extr_radare2librbinpbin_dex.c_baddr.c,6,6
extr_linuxdriversgpudrmi915intel_guc_ct.c_ct_header_get_len.c,9,9
extr_linuxdriversmediausbcx231xxcx231xx-video.c_cx231xx_v4l2_create_entities.c,5,5
extr_darwin-xnubsdvfskpi_vfs.c_vnode_isfastdevicecandidate.c,12,12
extr_linuxdriversnetethernetbrocadebnabfa_ioc.c_fwhdr_is_ga.c,10,10
extr_linuxdriversnetethernetnetronomenfpnfp_app.h_nfp_app_has_tc.c,17,17
extr_php-srcextfileinfolibmagicmagic.c_magic_errno.c,18,18
extr_linuxdriversgpudrmi915intel_drv.h_intel_fbdev_initial_config_async.c,5,5
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_REG_CP_SET_DRAW_STATE_.c,7,7
extr_linuxarchx86kernelapicapic_noop.c_noop_apic_icr_write.c,6,6
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_LM_CURSOR_IMG_SIZE_SRC_H.c,9,9
extr_radare2librasmpasm_lm32.c_is_pseudo_instr_nop.c,14,14
extr_linuxdriversi2cbussesi2c-s3c2410.c_s3c24xx_i2c_register_cpufreq.c,6,6
extr_linuxnetl2tpl2tp_debugfs.c_l2tp_dfs_seq_next.c,12,12
extr_linuxdriversrtcrtc-rs5c372.c_rs5c_sysfs_unregister.c,5,5
extr_linuxdriversnetethernetnetronomenfpabm..nfp_net.h_nfp_net_running.c,8,8
extr_linuxdriversinputtouchscreenatmel_mxt_ts.c_mxt_debug_init.c,5,5
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_ocrdma_hwq_inc_head.c,12,12
extr_linuxsoundusbline6driver.c_line6_hwdep_open.c,12,12
extr_linuxdriversgpiogpio-ingenic.c_ingenic_gpio_remove.c,6,6
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_hash.c_HASH_StructInit.c,17,17
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_83xx_hw.c_qlcnic_83xx_set_mac_filter_count.c,25,25
extr_linuxdriversstagingrtlwifiphydmphydm.c_odm_init_mp_driver_status.c,7,7
extr_linuxnetbatman-advtp_meter.c_batadv_tp_update_rto.c,45,45
extr_obs-studiolibobsmedia-ioaudio-io.c_min_uint64.c,12,12
extr_linuxsamplesvfio-mdevmbochs.c_mbochs_get_irq_info.c,9,9
extr_reactosdllwin32xmllitereader.c_is_namestartchar.c,35,35
extr_emscriptentestsnbody-javajava_util_Collections_EmptyList.c___DELETE_java_util_Collections_EmptyList.c,6,6
extr_radare2libranal..includesdbtypes.h_ut32_pack.c,32,32
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_pcie_aspm_pm_state_change.c,5,5
extr_FFmpeglibavutilthreadmessage.c_av_thread_message_flush.c,5,5
extr_reactosbaseservicesnfsddaemon_debug.c_set_debug_level.c,7,7
extr_radare2libranalpanal_sparc_gnu.c_archinfo.c,7,7
extr_labenginecodebotlibbe_ai_goal.c_AddLevelItemToList.c,14,14
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_LAYERMIXER2_IN_CFG_PIPE7.c,9,9
extr_linuxdriverscdromcdrom.c_cdrom_dummy_generic_packet.c,24,24
extr_linuxdriversmediadvb-frontendssi2165.c_si2165_get_fe_clk.c,7,7
extr_linuxdriversgpudrmnouveaudispnv50wndw.c_nv50_wndw_atomic_check_acquire_rgb.c,19,19
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso8859_8.h_iso8859_8_wctomb.c,18,18
extr_linuxdriversnvdimmbtt.c_to_dev.c,7,7
extr_linuxkerneltimehrtimer.c_debug_hrtimer_init.c,5,5
extr_linuxnetbluetoothl2cap_core.c_l2cap_seq_list_append.c,17,17
extr_reactosntoskrnlkdwrappersgdbstub.c_GspFindSwBreakpoint.c,13,13
extr_FFmpeglibavutilcolor_utils.c_avpriv_trc_linear.c,6,6
extr_linuxdriversstagingrts5208xd.c_xd_set_err_code.c,11,11
extr_obs-studiolibobsobs-nix.c_key_from_base_keysym.c,13,13
extr_linuxdriversstagingrtl8723bscorertw_wlan_util.c_ratetbl_val_2wifirate.c,14,14
extr_kphp-kdbcopyfastcopyfast-engine.c_choose_cluster.c,11,11
extr_zstdliblegacyzstd_v01.c_FSE_tableStep.c,11,11
extr_linuxdriversstagingrtlwifirtl8822be..btcoexist..wifi.h_set_hal_start.c,8,8
extr_SoftEtherVPNsrcCedarClient.c_CtVLansDown.c,6,6
extr_toxcoretoxcoregroup.c_friend_in_close.c,12,12
extr_darwin-xnubsdnetif_pflog.c_pflogdelproto.c,7,7
extr_linuxdriversinfinibandcorecm_msgs.h_cm_req_get_alt_sl.c,8,8
extr_SoftEtherVPNsrcMayaquaNetwork.c_FreeRouteChange.c,5,5
extr_linuxdriversgpiogpiolib.h_acpi_gpiochip_free_interrupts.c,5,5
extr_kphp-kdbnetnet-connections.c_out_total_unprocessed_bytes.c,14,14
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp1163.h_cp1163_wctomb.c,18,18
extr_linuxdriversnetethernetalteonacenic.c_ace_dump_trace.c,5,5
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_28nm_8960_PHY_LN.c,8,8
extr_linuxdriversttyserialsunhv.c_sunhv_release_port.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_l8ui_Slot_inst_encode.c,7,7
extr_linuxdriversnetethernettinetcp_ethss.c_gbe_get_slave_port.c,12,12
extr_darwin-xnubsdnetkpi_interface.c_ifnet_flags.c,11,11
extr_linuxdriversgpudrmmsmhdmihdmi_bridge.c_msm_hdmi_bridge_disable.c,5,5
extr_linuxdriversinfinibandhwhfi1pcie.c_extract_width.c,9,9
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_BFOpcodeExtension_X0.c,10,10
extr_reactosdlldirectxwined3dcompiler_43utils.c_convertible_data_type.c,11,11
extr_linuxdriversusbserialkobil_sct.c_kobil_write_int_callback.c,5,5
extr_darwin-xnubsdnetkpi_interface.c_ifnet_softc.c,11,11
extr_linuxdriversgpudrmnouveaudispnv04tvnv17.h_interpolate.c,25,25
extr_linuxipcmsg.c_testmsg.c,15,15
extr_linuxdriverspcicontrollerdwcpci-keystone-dw.c_ks_dw_pcie_ack_legacy_irq.c,5,5
extr_SoftEtherVPNsrcMayaquaNetwork.c_SetTimeout.c,23,23
extr_nginxsrceventngx_event_openssl_stapling.c_ngx_ssl_stapling_resolver.c,9,9
extr_reactossdklib3rdpartyfreetypesrcbaseftstroke.c_ft_stroke_border_reset.c,12,12
extr_linuxdriversnetwirelessathath6klwmi.h_wmi_data_hdr_get_dot11.c,16,16
extr_linuxkernelschedfair.c_entity_before.c,14,14
extr_linuxdriversinfinibandhwhfi1chip.c_port_ltp_to_cap.c,19,19
extr_linuxfsseq_file.c_single_next.c,12,12
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_HLSQ_CS_NDRANGE_4_GLOBALOFF_Y.c,9,9
extr_linuxnetipv4ip_sockglue.c_getsockopt_needs_rtnl.c,11,11
extr_linuxkerneltracetrace.h_ftrace_destroy_function_files.c,5,5
extr_linuxdriversstagingrtlwifibtcoexisthalbtcoutsrc.c_exhalbtc_set_chip_type.c,17,17
extr_linuxdriversmdpersistent-datadm-array.c_calc_max_entries.c,11,11
extr_linuxdriversgpudrmbochsbochs_kms.c_bochs_encoder_mode_set.c,7,7
extr_linuxdriversgpudrmi915intel_display.c_pipe_required_fdi_lanes.c,16,16
extr_radare2librbinpbin_pebble.c_baddr.c,6,6
extr_linuxdriversusbstorageuas.c_uas_resume.c,6,6
extr_BGAQRCode-Androidzbarsrcmainjnizbarjpeg.c_fill_input_buffer.c,13,13
extr_linuxdriversgpudrmamdamdgpusdma_v2_4.c_sdma_v2_4_set_clockgating_state.c,7,7
extr_linuxdriversgpudrmsun4isun4i_frontend.c_sun4i_frontend_drm_format_to_input_fmt.c,13,13
extr_linuxnettipcsocket.c_tipc_sockaddr_is_sane.c,12,12
extr_linuxdriversmediaplatformvividvivid-osd.c_vivid_fb_setcolreg.c,36,36
extr_linuxfsgfs2rgrp.h_rgrp_contains_block.c,25,25
extr_openpilotpandaboardsafetysafety_defaults.h_alloutput_relay_hook.c,6,6
extr_linuxkernelschedfair.c_update_tg_load_avg.c,6,6
extr_openpilotphonelibsnanovgnanovg.c_nvg__clampi.c,18,18
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_FS_CONTROL_REG_SHADEROBJOFFSET.c,9,9
extr_linuxdriversnetveth.c_veth_xdp_to_ptr.c,7,7
extr_linuxdriversinfinibandhwmlx4qp.c_gid_type_to_qpc.c,16,16
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_2D_SRC_TL_Y_Y.c,9,9
extr_linuxsoundpciice1712se.c_se200pci_WM8740_set_pro_rate.c,6,6
extr_linuxdriversgpuhost1xhwhw_host1x01_uclass.h_host1x_uclass_incr_syncpt_cond_f.c,8,8
extr_linuxsoundpciice1712aureon.c_wm_mute_info.c,19,19
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorAdd.c,8,8
extr_linuxdriversmediausbpvrusb2pvrusb2-io.c_pvr2_stream_get_ready_count.c,7,7
extr_linuxarchmipsmmuasm.c_uasm_rel_higher.c,6,6
extr_linuxdriverspinctrlsh-pfcpfc-sh73a0.c_sh73a0_vccq_mc0_get_voltage.c,6,6
extr_linuxnettipclink.c_tipc_link_prio.c,7,7
extr_libuvtesttest-shutdown-close.c_close_cb.c,8,8
extr_linuxdriversgpudrmamddisplaydcdce110dce110_resource.c_is_surface_pixel_format_supported.c,13,13
extr_linuxkerneleventsuprobes.c_vaddr_to_offset.c,14,14
extr_linuxdriversmediausbpvrusb2pvrusb2-ioread.c_pvr2_ioread_get_stream.c,7,7
extr_linuxdriversstagingfwserialfwserial.h_peer_set_state.c,9,9
extr_linuxdriversscsimegaraidmegaraid_sas_base.c_megasas_lookup_instance.c,11,11
extr_linuxdriversnetwirelessathath10ksnoc.c_ath10k_snoc_wlan_enable.c,6,6
extr_linuxsamplesbpfxdp_redirect_map_kern.c_xdp_redirect_dummy_prog.c,6,6
extr_linuxarchmipsmmhugetlbpage.c_is_aligned_hugepage_range.c,17,17
extr_reactossdklib3rdpartystlportsrcc_locale_dummyc_locale_dummy.c__WLocale_mon_decimal_point.c,6,6
extr_linuxdriversttyserial82508250.h_is_omap1510_8250.c,6,6
extr_linuxkerneltracetrace_probe.h_trace_probe_is_registered.c,14,14
extr_linuxdriversgpudrmradeonsumo_dpm.c_sumo_construct_display_voltage_mapping_table.c,22,22
extr_linuxkerneltracetrace_stat.c_dummy_cmp.c,7,7
extr_kphp-kdbutiltftp.c_list_insert.c,19,19
extr_linuxfsfuseinode.c_convert_fuse_statfs.c,41,41
extr_reactossdktoolswppwpp.c_wpp_set_debug.c,13,13
extr_FFmpeglibavcodecivi.h_ivi_pic_config_cmp.c,64,64
extr_linuxsoundisasc6000.c_sc6000_mpu_irq_to_softcfg.c,14,14
extr_reactosmodulesrostestswinetestsoleaut32vartest.c_IsValidVariantClearVT.c,26,26
extr_linuxdriversgpudrmcirruscirrus_mode.c_cirrus_crtc_prepare.c,5,5
extr_linuxdriversmmccorehost.h_mmc_boot_partition_access.c,13,13
extr_linuxdriversstagingmt7621-ethethtool.c_mtk_get_sset_count.c,13,13
extr_linuxsoundsocshfsi.c_fsi_sample2frame.c,10,10
extr_reactosmodulesrosappsapplicationsimagesoftopensave.c_DoWriteFile.c,6,6
extr_linuxdriversgpudrmvc4vc4_drv.h_to_vc4_plane.c,6,6
extr_linuxnettipclink.c_tipc_link_window.c,7,7
extr_reactosdllopenglmesaimage.c_gl_components_in_format.c,13,13
extr_radare2libranalesil.c_genmask.c,12,12
extr_linuxdriversmiscgenwqecard_utils.c_genwqe_card_type.c,11,11
extr_linuxdriversgpudrmamdamdgpugfx_v6_0.c_gfx_v6_0_init_cg.c,5,5
extr_linuxnetunixaf_unix.c_unix_set_secdata.c,6,6
extr_linuxdriversgpudrmbochsbochs_kms.c_bochs_crtc_commit.c,5,5
extr_linuxdriversnetethernetsfcef10.c_efx_ef10_probe_vf.c,6,6
extr_linuxdriversgpudrmamdamdgpudce_v6_0.c_dce_v6_0_ext_mode_set.c,7,7
extr_darknetsrcconvolutional_layer.c_convolutional_out_width.c,14,14
extr_darwin-xnubsdkernkern_proc.c_proc_noremotehang.c,17,17
extr_nginxsrchttpmodulesngx_http_not_modified_filter_module.c_ngx_http_not_modified_filter_init.c,10,10
extr_linuxtoolstestingselftestsx86ldt_gdt.c_fix_sa_restorer.c,5,5
extr_linuxdriversmediaplatformvividvivid-cec.c_vivid_cec_adap_enable.c,9,9
extr_rufussrcbadblocks.c_bb_u64_list_find.c,13,13
extr_reactosdll3rdpartylibtifftif_open.c_TIFFSetFileno.c,13,13
extr_linuxfscifssmbdirect.h_smbd_recv.c,7,7
extr_linuxdriversgpudrmamdamdgpuamdgpu_amdkfd.c_amdgpu_doorbell_get_kfd_info.c,29,29
extr_linuxdriversgpuhost1xhwhw_host1x02_sync.h_host1x_sync_cfpeek_ctrl_addr_f.c,8,8
extr_reactosmodulesrostestsregtestsgdixlate.c_GetDIBPixel.c,24,24
extr_linuxdriversstagingrtl8192uieee80211ieee80211_softmac.c_init_mgmt_queue.c,9,9
extr_linuxarcharmxengrant-table.c_arch_gnttab_unmap.c,6,6
extr_darwin-xnuosfmkkernbsd_kern.c_get_threadtask.c,7,7
extr_h2odepsmrubyexamplesmrbgemsc_and_ruby_extension_examplesrcexample.c_mrb_c_and_ruby_extension_example_gem_final.c,5,5
extr_linuxdriversinputrmi4rmi_driver.h_rmi_f34_remove_sysfs.c,5,5
extr_linuxdriversinfinibandhwhfi1chip.c_init_lcb_access.c,7,7
extr_linuxdriversgpudrmbochsbochs_kms.c_bochs_encoder_prepare.c,5,5
extr_linuxdriversnetethernetintelfm10kfm10k_ethtool.c_fm10k_get_priv_flags.c,6,6
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libmac_roman.h_mac_roman_wctomb.c,18,18
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_jx_Slot_inst_encode.c,7,7
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_SP_FS_MRT_REG.c,8,8
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_RB_MRT_BLEND_CONTROL_RGB_DEST_FACTOR.c,9,9
extr_linuxarchx86kvmlapic.h_kvm_apic_mode.c,9,9
extr_darwin-xnubsdvfsvfs_bio.c_buf_setblkno.c,9,9
extr_linuxdrivershwmonpmbusmax31785.c_max31785_scale_pwm.c,9,9
extr_linuxdriversstagingvboxvideovbox_hgsmi.c_hgsmi_hash_end.c,18,18
extr_linuxdriversgpudrmmsmadrenoadreno_common.xml.h_AXXX_CP_CSQ_IB1_STAT_WPTR.c,9,9
extr_linuxarcharm64kernelprobesuprobes.c_arch_uretprobe_is_alive.c,20,20
extr_linuxnetvmw_vsockvmci_transport.c_vmci_transport_error_to_vsock_error.c,16,16
extr_linuxdriverssioxsiox-core.c_siox_match.c,13,13
extr_linuxdriversbluetoothbtrtl.h_btrtl_setup_realtek.c,7,7
