name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_gitdir.c_invalidate_directory.c,22,22
extr_linuxarcharmvfpvfp.h_vfp_double_type.c,15,15
extr_libuiunixwindow.c_uiWindowToplevel.c,6,6
extr_linuxdriversisdnhardwareeicons_pri.c_pri_ram_offset.c,6,6
extr_linuxarchx86kernelfpuxstate.c_xfeatures_mxcsr_quirk.c,14,14
extr_linuxarcharmmach-pxamainstone.c_mst_audio_shutdown.c,10,10
extr_hashcatsrcbrain.c_brain_server_get_client_idx.c,11,11
extr_linuxdriversmediadvb-frontendsec100.c_ec100_get_tune_settings.c,13,13
extr_linuxdriversphytegraxusb-tegra124.c_tegra124_ulpi_phy_power_off.c,6,6
extr_linuxdriversgpudrmamdamdgpuci_dpm.c_ci_get_ddr3_mclk_frequency_ratio.c,10,10
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_CONTROL_2_REG_PRIMALLOCTHRESHOLD.c,9,9
extr_linuxdriversnetwirelessmarvelllibertascmd.c_is_command_allowed_in_ps.c,17,17
extr_linuxdriversnetwirelessathath9kantenna.c_ath_ant_try_scan.c,16,16
extr_linuxdriversgpudrmvc4vc4_vec.c_vc4_vec_connector_detect.c,7,7
extr_linuxdriversinfinibandulpipoibipoib.h_ipoib_cm_add_mode_attr.c,6,6
extr_linuxdriverscryptoamcccrypto4xx_core.c_crypto4xx_get_n_gd.c,13,13
extr_linuxdriversptpptp_private.h_queue_cnt.c,15,15
extr_SoftEtherVPNsrcCedarAdmin.c_StEnumLicenseKey.c,7,7
extr_nginxsrccorengx_string.c_ngx_filename_cmp.c,33,6131
extr_mongooseexamplesapi_serversqlite3.c_unixMapfile.c,7,7
extr_os-tutorial22-mallocdriversscreen.c_get_offset.c,10,10
extr_emscriptentestsnbody-javajava_util_Collections_SynchronizedMap.c___DELETE_java_util_Collections_SynchronizedMap.c,6,6
extr_linuxdriverspnpisapnp..base.h_pnp_option_priority.c,10,10
extr_linuxdriverscharagpalpha-agp.c_alpha_core_agp_create_free_gatt_table.c,6,6
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_VFD_CONTROL_3_REGID_TESSY.c,9,9
extr_linuxdriversnetwirelessathath5kbase.c_ath5k_is_standard_channel.c,66,66
extr_linuxarchpowerpckernelpci-common.c_null_write_config.c,10,10
extr_linuxsoundfirewireoxfwoxfw-scs1x.c_midi_playback_close.c,6,6
extr_linuxtoolsperfutilscripting-engines....utildso.h_dso__set_loaded.c,7,7
extr_linuxdriverspinctrlqcom..pinconf.h_pinconf_generic_dump_config.c,7,7
extr_linuxdriversscsiipr.c_ipr_reset_block_config_access.c,15,15
extr_linuxdriversvideobacklightgeneric_bl.c_genericbl_get_intensity.c,6,6
extr_linuxdriversmediapcisolo6x10solo6x10-core.c_solo_device_release.c,5,5
extr_linuxdriversstagingrtl8712rtl8712_recv.c_translate2dbm.c,15,15
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_ctrl_vres_max_get.c,15,15
extr_libuitestpage10.c_handlerMouseCrossed.c,7,7
extr_linuxarchx86kvmlapic.c_kvm_apic_compare_prio.c,10,10
extr_linuxsoundsoccodecscx20442.c_v253_wakeup.c,5,5
extr_linuxdriversgpudrmomapdrmdssdss.c_dss_get_max_fck_rate.c,8,8
extr_emscriptentestslinpack.c_dscal.c,33,3592
extr_linuxdriversmmchosts3cmci.c_dbg_dumpcmd.c,7,7
extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_hw.h_mtk_jpeg_align.c,13,13
extr_linuxdriversusbphyphy-mxs-usb.c_is_imx6q_phy.c,11,11
extr_linuxkernelrcutree.c_rcu_dynticks_in_eqs.c,12,12
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_COMPUTE_CHECKPOINT_1_ADDR_0_HI.c,9,9
extr_xhyvesrcvmmvmm_instruction_emul.c_verify_inst_length.c,11,11
extr_linuxarchpowerpcplatformspowernv........driverspcipci.h_pcie_aspm_exit_link_state.c,5,5
extr_linuxnetdccpccidslib....dccp.h_before48.c,16,16
extr_linuxdriverspinctrlmesonpinctrl-meson.c_meson_calc_reg_and_bit.c,27,27
extr_linuxkernelirqsettings.h_irq_settings_can_thread.c,13,13
extr_linuxdriversnetdummy.c_dummy_get_ts_info.c,14,14
extr_Craftdepssqlitesqlite3.c_sqlite3_data_count.c,16,16
extr_linuxarchsparckerneliommu.c_dma_4u_mapping_error.c,11,11
extr_linuxdriversblocksunvdc.c_vdc_version_supported.c,16,16
extr_goaccesssrcwebsocket.c_ws_unmask_payload.c,14,14
extr_linuxarchpowerpckernelsmp.c_cpu_core_index_of_thread.c,8,8
extr_linuxnetbluetoothl2cap_core.c_l2cap_resegment.c,6,6
extr_labenginecoderenderergl1tr_shade_calc.c_RB_CalcAlphaFromEntity.c,8,8
extr_ijkplayerijkmediaijksdlandroidijksdl_aout_android_audiotrack.c_aout_get_audio_session_id.c,10,10
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_DS_OBJ_OFFSET_REG_SHADEROBJOFFSET.c,9,9
extr_reactosmodulesrosappsapplicationsnetdhcpdsrcleasesleases.c_confirm_lease.c,14,14
extr_reactossdklib3rdpartybzip2bzip2.c_uInt64_isZero.c,16,16
extr_masscansrcoutput.c_name_from_ip_proto.c,29,29
extr_linuxtoolsperfutilevsel.h_perf_evsel__group_idx.c,10,10
extr_linuxdriverspcicontroller..pci.h_pci_remove_firmware_label_files.c,5,5
extr_linuxdriversoprofilecpu_buffer.c_oprofile_begin_trace.c,7,7
extr_linuxdriversttyserialip22zilog.c_ip22zilog_type.c,6,6
extr_linuxdriversgpudrmmsmedpedp.xml.h_EDP_AUX_DATA_INDEX.c,9,9
extr_linuxdrivershwmonw83795.c_fan_from_reg.c,15,15
extr_linuxdriversnetethernetamazonenaena_ethtool.c_ena_flow_hash_to_flow_type.c,27,27
extr_linuxdriverscryptoqatqat_c62xadf_c62x_hw_data.c_get_etr_bar_id.c,6,6
extr_libuvtestrunner-win.c_process_get_name.c,7,7
extr_darwin-xnubsdnfsnfs4_vnops.c_nfs_owner_seqid_increment.c,23,23
extr_linuxblockcfq-iosched.c_cfqg_stats_update_idle_time.c,5,5
extr_stbtestsprereleasestb_lib.h_stb_srandLCG.c,10,10
extr_emscriptentestsnbody-javaorg_apache_harmony_luni_util_FloatingPointParser.c___DELETE_org_apache_harmony_luni_util_FloatingPointParser.c,6,6
extr_linuxdriversgpudrmnouveaunvkmsubdevthermtemp.c_nvkm_therm_temp_set_defaults.c,23,23
extr_linuxdriversgpudrmi915gvtdmabuf.c_validate_hotspot.c,20,20
extr_linuxdriversgpudrmudludl_dmabuf.c_udl_dmabuf_mmap.c,8,8
extr_kphp-kdbfilesysfilesys-data.c_set_memory_limit.c,11,11
extr_darwin-xnubsdkernubc_subr.c_cs_find_md.c,10,10
extr_linuxarchpowerpckvme500_mmu_host.c_kvm_age_hva.c,8,8
extr_labenginecodebspccsg.c_IntersectionContents.c,14,14
extr_libuiexampleshistogrammain.c_handlerMouseCrossed.c,7,7
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_ap_get_associated_station_list_hdl.c,20,20
extr_darwin-xnuosfmki386commpagecommpage.c_commpage_set_memory_pressure.c,13,13
extr_linuxdriversnetusblan78xx.c_lan78xx_ethtool_get_eeprom_len.c,6,6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rfwo_Slot_inst_encode.c,7,7
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_ATTR_THRDASSIGN.c,9,9
extr_linuxdriversatalibata.h_ata_sff_flush_pio_task.c,5,5
extr_linuxfsreiserfsreiserfs.h_reiserfs_lock_check_recursive.c,5,5
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportsxxxwin.c_ui_line.c,10,10
extr_linuxdriverscryptonxnx-aes-ccm.c_ccm4309_aes_nx_setauthsize.c,23,23
extr_tenginesrchttpmodulesngx_http_range_filter_module.c_ngx_http_range_body_filter_init.c,10,10
extr_linuxdriversscsibnx2fcbnx2fc_hwi.c_bnx2fc_return_rqe.c,22,22
extr_linuxdriversnetethernetneterionvxgevxge-traffic.c_vxge_hw_channel_dtr_count.c,14,14
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_RBBM_CLOCK_HYST_SP_REG.c,8,8
extr_linuxfsnfsdnfs4xdr.c_zero_clientid.c,13,13
extr_linuxdriversscsisnicvnic_dev.c_svnic_dev_get_res_count.c,10,10
extr_emscriptentestsnbody-javanative_java_lang_Throwable.c_java_lang_Throwable_fillInStackTrace__.c,6,6
extr_FFmpeglibavutilsamplefmt.c_av_get_alt_sample_fmt.c,15,15
extr_skynet3rdlualstring.c_shrstr_allocpage.c,14,14
extr_linuxdriversmemoryomap-gpmc.c_gpmc_gpio_direction_input.c,7,7
extr_darwin-xnubsdnfsnfs4_subs.c_nfs4_ace_nfsmask_to_vfsrights.c,96,96
extr_linuxdriversmediav4l2-corev4l2-dv-timings.c_v4l2_detect_cvt.c,19,19
extr_darwin-xnutoolstestsaffinitysets.c_reader_writer_fn.c,19,3070
extr_linuxfsocfs2reservations.c_ocfs2_resmap_uninit.c,5,5
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SC_SCREEN_SCISSOR_BR_Y.c,9,9
extr_linuxfsnfsflexfilelayout..internal.h_nfs_fs_proc_net_init.c,6,6
extr_linuxdriversnetethernetchelsiocxgbvsc7326.c_mac_intr_enable.c,6,6
extr_darwin-xnuosfmkx86_64pmap.c_pt_fake_zone_info.c,44,44
extr_linuxdrivershidintel-ish-hidishtp-hid.c_ishtp_hid_start.c,6,6
extr_linuxsounddriverspcsppcsp_mixer.c_pcsp_enable_info.c,16,16
extr_linuxdriversmddm-verity.h_verity_io_hash_req.c,8,8
extr_linuxdriversgpudrmbridgeadv7511adv7511.h_adv7533_parse_dt.c,8,8
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_SP_SP_CTRL_REG_L0MODE.c,9,9
extr_linuxdriversmdmd-linear.c_linear_quiesce.c,6,6
extr_darwin-xnubsdnetinet6frag6.c_frag6_save_context.c,9,9
extr_linuxarcharmkvmguest.c_kvm_arch_vcpu_ioctl_get_sregs.c,8,8
extr_linuxdriversmemstickcorems_block.c_msb_get_zone_from_lba.c,10,10
extr_FFmpeglibavfiltervf_scale_qsv.c_frame_lock.c,8,8
extr_kphp-kdbhintsmaccub.c_iCode_iter_val.c,7,7
extr_linuxdriversinfinibandhwocrdmaocrdma_hw.c_ocrdma_get_mqe_rsp.c,11,11
extr_linuxarchx86kvmmmu.c_nonpaging_sync_page.c,7,7
extr_linuxdriversttyserialsc16is7xx.c_sc16is7xx_get_mctrl.c,7,7
extr_linuxdriverspcmciapxa2xx_base.c_pxa2xx_mcxx_hold.c,26,26
extr_curllibdoh.c_doh_strerror.c,14,14
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_movi_n_Slot_xt_flix64_slot2_encode.c,7,7
extr_radare2librdebugpdebug_windbg.c_r_debug_windbg_init.c,6,6
extr_timescaledbtslsrccontinuous_aggsinsert.c_update_cache_entry.c,17,17
extr_linuxdriversgpudrmradeonradeon_ring.c_radeon_debugfs_ring_init.c,7,7
extr_linuxdriversinputtouchscreens3c2410_ts.c_get_down.c,21,21
extr_nginxsrcosunixngx_socket.c_ngx_tcp_nopush.c,6,6
extr_linuxdriversisdnhisaxconfig.c_hisax_setup_card_dynamic.c,6,6
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_init_tx_desc.c,7,7
extr_linuxdriversttyserialsprd_serial.c_sprd_type.c,6,6
extr_linuxdriversmediadvb-frontendsdibx000_common.c_dibx000_i2c_gate_ctrl.c,40,40
extr_linuxtoolsperfutilannotate.h_annotation__cycles_width.c,17,17
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_DTV_HSYNC_CTRL_PERIOD.c,9,9
extr_ccvlib3rdpartysqlite3sqlite3.c_pagerFixMaplimit.c,5,5
extr_emscriptentestsnbody-javajava_nio_Buffer.c___DELETE_java_nio_Buffer.c,6,6
extr_linuxarchx86mmioremap.c___ioremap_check_desc_other.c,11,11
extr_linuxdriversmmccorecore.h_mmc_register_pm_notifier.c,5,5
extr_linuxdriversgpudrmnouveaunvkmsubdevbiosrammap.c_nvbios_rammapSe.c,18,18
extr_linuxdriversmediausbs2255s2255drv.c_norm_minh.c,13,13
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_VSC_PIPE_CONFIG_REG_H.c,9,9
extr_linuxdriversfirmwareefivars.c_validate_boot_order.c,15,15
extr_linuxdriversnetwirelessinteliwlwifimvmmvm.h_iwl_mvm_set_last_nonqos_seq.c,6,6
extr_linuxkerneltracetrace_events_filter.c_event_clear_no_set_filter_flag.c,10,10
extr_linuxdriversgpudrmamdamdgpusoc15.c_soc15_set_vce_clocks.c,8,8
extr_linuxdriversfirmwaretegrabpmp-debugfs.c_seqbuf_avail.c,14,14
extr_linuxfsnfsfilelayout..pnfs.h_pnfs_sync_inode.c,7,7
extr_linuxfscifscifsfs.h_cifs_get_time.c,7,7
extr_linuxarcharmnwfpesoftfloat.h_extractFloat32Sign.c,7,7
extr_linuxdriversttyvtselection.c_atedge.c,16,16
extr_linuxdrivershidhid-icade.c_icade_find_translation.c,11,11
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723comphy_common.c_rtl8723_phy_calculate_bit_shift.c,16,16
extr_linuxdriversacpinfitnfit.h___to_nfit_memdev.c,13,13
extr_linuxdriversnetethernetmellanoxmlx4resource_tracker.c_remove_mpt_ok.c,18,18
extr_linuxtoolsperfscriptspythonPerf-Trace-Util......utiltarget.h_target__has_task.c,13,13
extr_labenginecodegameai_team.c_BotSayVoiceTeamOrder.c,7,7
extr_linuxdriversmediadvb-frontendsitd1000.c_itd1000_get_bandwidth.c,7,7
extr_linuxtoolsperfutildata-convert-bt.c_adjust_signedness.c,16,16
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_LM_OUT_SIZE_WIDTH.c,9,9
extr_linuxdriverss390charraw3270.c_raw3270_state_ready.c,11,11
extr_linuxdriverscharagpsgi-agp.c_sgi_tioca_free_gatt_table.c,6,6
extr_linuxdriversnfctrf7970a.c_trf7970a_is_iso15693_write_or_lock.c,11,11
extr_zstdtestsparamgrill.c_variableParams.c,13,13
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_BLEND_ALPHA_UINT.c,9,9
extr_linuxdriversmediapcimeyemeye.c_vidioc_g_input.c,10,10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_label12_ator.c,12,12
extr_rufussrclibcdiodriverds.c__cdio_list_node_data.c,12,12
extr_h2ot00unitlibcommon........libcommoncache.c_h2o_cache_get_capacity.c,7,7
extr_linuxnetsunrpcxprtsock.c_xs_tcp_check_fraghdr.c,22,22
extr_linuxdriversnetwirelessathath6klcfg80211.c_ath6kl_check_wow_status.c,5,5
extr_numpynumpycoresrcnpymathhalffloat.c_npy_half_isinf.c,11,11
extr_linuxdriversstagingrtl8192ertllib_crypt_tkip.c_Hi16.c,7,7
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deplinuxxmit_linux.c_rtw_set_tx_chksum_offload.c,6,6
extr_linuxarcharmmach-rpcdma.c_sound_enable_disable_dma.c,6,6
extr_libgit2srczstream.c_git_zstream_suggest_output_len.c,16,16
extr_linuxdriversmediaplatformvividvivid-cec.c_vivid_cec_adap_log_addr.c,7,7
extr_reactoswin32ssgdidibdib.c_Dummy_BitBlt.c,6,6
extr_emscriptentestsopenjpeglibopenjpegmqc.c_mqc_resetstates.c,9,9
extr_linuxfscifssmb2pdu.c_init_copy_chunk_defaults.c,11,11
extr_linuxdriverspcipcie..pci.h_pci_create_legacy_files.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_mx_encode.c,14,14
extr_tmuxscreen-redraw.c_screen_redraw_cell_border1.c,52,52
extr_libuvtesttest-tcp-close-accept.c_close_cb.c,8,8
extr_linuxkernelworkqueue.c_may_start_working.c,7,7
extr_linuxkerneltimehrtimer.c_debug_hrtimer_activate.c,6,6
extr_FFmpeglibavcodeclibxvid.c_xvid_ff_2pass_before.c,67,67
extr_linuxkernelschedcpudeadline.c_parent.c,8,8
extr_FFmpeglibavresampledither.c_dither_int_to_float_triangular_c.c,37,6136
extr_linuxarchalphakernelpci.c_pcibios_fixup_final.c,15,15
extr_linuxdriversnetethernetintele1000e82571.c_e1000e_get_laa_state_82571.c,12,12
extr_linuxdriverspinctrlpinctrl-gemini.c_gemini_get_pin_conf.c,13,13
extr_linuxdriversmdmd.c_md_csum_fold.c,16,16
extr_linuxsecurityselinuxssservices.c_security_get_allow_unknown.c,8,8
extr_labq3map2libspicomodelpicointernal.c__pico_zero_vec2.c,9,9
extr_linuxarchpowerpckernelmachine_kexec.c_machine_kexec_cleanup.c,5,5
extr_linuxdriversnetteamteam_mode_roundrobin.c_rr_priv.c,6,6
extr_linuxdriversnvmehostfabrics.c_nvmf_should_reconnect.c,17,17
extr_linuxkernelschedautogroup.h_autogroup_path.c,8,8
extr_linuxfsnfsflexfilelayout..internal.h_nfs_attr_use_mounted_on_fileid.c,13,13
extr_linuxnettipclink.c_tipc_link_is_synching.c,11,11
extr_linuxdriversgpudrmetnavivetnaviv_gem.c_etnaviv_op_to_dma_dir.c,16,16
extr_linuxsoundi2cotherak4117.c_snd_ak4117_rx_info.c,16,16
extr_obs-studiodepslzmaliblzmacheck....commontuklib_integer.h_write64ne.c,9,9
extr_linuxnetipv4udp.c___udp_sysctl_init.c,11,11
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_calc_num_out_eps.c,18,18
extr_linuxfsxfslibxfsxfs_format.h_xfs_sb_version_hasasciici.c,8,8
extr_linuxfsafsdynroot.c_afs_dynroot_d_revalidate.c,7,7
extr_gitrun-command.c_default_task_finished.c,9,9
extr_linuxdriverstargetiscsiiscsi_target_configfs.c_lio_sess_get_index.c,10,10
extr_micropythonportsstm32usbhostCoreSrcusbh_ctlreq.c_USBH_ParseInterfaceDesc.c,42,42
extr_obs-studiopluginsobs-outputslibrtmprtmp.c_RTMP_TLS_FreeServerContext.c,5,5
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_cmn.h_bnx2x_cnic_igu_sb_id.c,7,7
extr_linuxdriversclktiapll.c_dra7_init_apll_parent.c,6,6
extr_linuxdriversscsibe2iscsibe_main.c_beiscsi_tgt_get_attr_visibility.c,12,12
extr_kphp-kdbphotophoto-data.c_user_loaded.c,17,17
extr_reactosdlldirectxwined3dx9_36effect.c_get_pass_handle.c,6,6
extr_linuxdriversscsiiscihost.c_sci_controller_get_suggested_start_timeout.c,16,16
extr_linuxfsprocgeneric.c_proc_set_user.c,13,13
extr_FFmpeglibavfilteraf_afftdn.c_solve.c,105,1435893
extr_linuxtoolsperfui..utilordered-events.h_ordered_events__set_copy_on_queue.c,9,9
extr_linuxdriversvideobacklighthp680_bl.c_hp680bl_get_intensity.c,6,6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_dpfl_Slot_inst_encode.c,7,7
extr_linuxdriversmediacommonsianosmsdvb-main.c_sms_to_bw.c,6,6
extr_gitcache.h_create_ce_flags.c,8,8
extr_linuxtoolsperfbuiltin-top.c_perf_top__key_mapped.c,50,50
extr_linuxdriversvhostscsi.c_vhost_scsi_get_cmd_state.c,6,6
extr_linuxsoundpciemu10k1emufx.c_snd_emu10k1_fx8010_open.c,7,7
extr_linuxsoundpciemu10k1emumixer.c_snd_audigy_i2c_volume_info.c,16,16
extr_linuxblockblk-throttle.c_blk_throtl_assoc_bio.c,6,6
extr_linuxdriversfirewirecore.h_is_next_generation.c,15,15
extr_linuxdriversdevfreqgovernor_userspace.c_devfreq_userspace_func.c,34,34
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_36.c,12,12
extr_mongooseexamplesPIC32http_serverfirmwaresrcsystem_configpic32mx_eth_sk2_encx24j600frameworksystemportssrcsys_ports_static.c_SYS_PORTS_OpenDrainDisable.c,7,7
extr_linuxdriversmediaplatformcodaimx-vdoa.h_vdoa_context_destroy.c,5,5
extr_openpilotphonelibsnanovgnanovg.c_nvgInternalParams.c,6,6
extr_obs-studiolibobsaudio-monitoringwin32....graphicsvec2.h_vec2_zero.c,11,11
extr_linuxdriversmdpersistent-datadm-block-manager.c_to_buffer.c,6,6
extr_linuxdriversthermaldevfreq_cooling.c_freq_get_state.c,14,14
extr_linuxdriversxenxen-scsiback.c_scsiback_sess_get_index.c,6,6
extr_linuxdriversnetwirelessmac80211_hwsim.c_hwsim_chans_compat.c,19,19
extr_linuxkernelgcovfs.c_get_info_index.c,15,15
extr_linuxdriversttyserial82508250.h_serial8250_request_dma.c,6,6
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_AUDIO_CFG_FIFO_WATERMARK.c,9,9
extr_hashcatsrcmodulesmodule_00132.c_module_init.c,203,203
extr_obs-studiolibobsobs-display.c_obs_display_set_enabled.c,11,11
extr_linuxdriversnetwirelessathwil6210txrx_edma.c_wil_sring_advance_swhead.c,16,16
extr_linuxdriversi2cbussesi2c-s3c2410.c_s3c24xx_i2c_parse_dt.c,6,6
extr_reactosdll3rdpartylibtifftif_dir.c_TIFFCurrentDirOffset.c,7,7
extr_linuxdriversdmappc4xx..dmaengine.h_dma_cookie_init.c,11,11
extr_linuxsoundsocshrcarcore.c_rsnd_rdai_to_io.c,13,13
extr_linuxdriversnetethernetqlogicqedqed_init_ops.c_comp_eq.c,11,11
extr_linuxnetbridgebr_private.h_br_switchdev_port_vlan_del.c,8,8
extr_linuxdriversnetwirelessintelipw2x00ipw2200.c_exponential_average.c,13,13
extr_linuxfscephcache.h_ceph_fscache_register_fs.c,6,6
extr_linuxnetdecnetdn_rules.c_dn_fib_rule_match.c,33,33
extr_linuxdriversnetwirelessathath9kar9003_paprd.c_ar9003_is_paprd_enabled.c,12,12
extr_kphp-kdblistslists-data.c_object_id_equal.c,11,11
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_RB_MRT_BUF_INFO.c,8,8
extr_linuxnetipv4fib_semantics.c_fib_devindex_hashfn.c,21,21
extr_linuxsecurityselinuxhooks.c_selinux_sk_getsecid.c,15,15
extr_linuxdriversnetethernetsfcefx.c_efx_channel_dummy_op_void.c,5,5
extr_kphp-kdblistslists-data.c_cmp_value_asc_global_asc.c,14,14
extr_reactosdllwin32comctl32comboex.c_is_textW.c,16,16
extr_linuxtoolstestingselfteststimersnanosleep.c_clockstring.c,14,14
extr_linuxdriversmediav4l2-coretuner-core.c_check_mode.c,22,22
extr_linuxdriversgpudrmi915selftests..intel_gvt.h_intel_gvt_cleanup.c,5,5
extr_libuitestpage15.c_handlerMouseCrossed.c,7,7
extr_opensslcryptobiobss_fd.c_BIO_fd_non_fatal_error.c,7,7
extr_linuxdriversgpudrmi915dvo_ch7xxx.c_ch7xxx_mode_valid.c,12,12
extr_SoftEtherVPNsrcCedarServer.c_SiDebugProcDump.c,17,17
extr_linuxdriversusbearly..hostxhci.h_xhci_slot_state_string.c,14,14
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_TPL1_TP_VS_TEX_OFFSET_MEMOBJOFFSET.c,9,9
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_icountlevel_Slot_inst_encode.c,7,7
extr_Craftdepsglfwdepstinycthread.c_thrd_join.c,7,7
extr_linuxdriversttyserialserial_ks8695.c_tx_enable.c,14,14
extr_linuxdriversnetethernetbroadcomcnic.c_cnic_cm_stop_bnx2_hw.c,5,5
extr_emscriptensystemlibpthreadlibrary_pthread.c_sched_get_priority_min.c,13,13
extr_linuxdriversnetethernetqualcommqca_7k_common.c_qcafrm_create_footer.c,14,14
extr_linuxarchalphakernelcore_wildfire.c_wildfire_cpuid_to_nid.c,7,7
extr_kphp-kdbnetnet-events.c_cmp_ev.c,29,29
extr_linuxdriversgpudrmi915selftests..i915_pmu.h_i915_pmu_gt_parked.c,5,5
extr_linuxdriversnetwirelessintelipw2x00libipw.h_libipw_is_cck_rate.c,14,14
extr_linuxdriversgpudrmmsmdsidsi.xml.h_REG_DSI_10nm_PHY_LN.c,8,8
extr_linuxdriversnetwirelessathath9khtc_drv_debug.c_ath9k_htc_get_et_sset_count.c,12,12
extr_linuxdriversgpuhost1xhwhw_host1x01_sync.h_host1x_sync_mlock_owner_cpu_owns_v.c,8,8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_eps5_Slot_inst_encode.c,7,7
extr_linuxarchmipskvmvz.c_kvm_vz_config2_guest_wrmask.c,6,6
extr_linuxdrivershwmonsch5627.c_reg_to_temp.c,10,10
extr_linuxnetbridgebr_sysfs_br.c_set_group_fwd_mask.c,15,15
extr_obs-studiolibobsutilprofiler.c_profiler_snapshot_num_children.c,12,12
extr_linuxarchx86pcice4100.c_sata_revid_init.c,9,9
extr_linuxdriversmediav4l2-corev4l2-ctrls.c_handler_set_err.c,10,10
extr_linuxtoolstestingselftestsptptestptp.c_get_clockid.c,9,9
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp737.h_cp737_wctomb.c,37,37
extr_linuxdriversgpudrmamdamdgpudce_virtual.c_dce_virtual_wait_for_idle.c,6,6
extr_linuxdriversnetwirelessathath9khtc_drv_init.c_ath_usb_read_cachesize.c,10,10
extr_linuxdriversmediaplatformvim2m.c_vidioc_try_fmt.c,44,44
extr_linuxtoolsobjtoolorc_dump.c_orc_type_name.c,20,20
extr_linuxdriversspispi-fsl-spi.c_fsl_spi_qe_cpu_set_shifts.c,20,20
extr_kphp-kdbtargtarg-engine.c_memcache_get_start.c,11,11
extr_linuxarchx86kvmlapic.c_apic_lvt_nmi_mode.c,13,13
extr_linuxdriversfpgasocfpga-a10.c_socfpga_a10_fpga_encrypted.c,23,23
extr_linuxdriversmddm-raid.c_rt_is_raid0.c,11,11
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_cmn.c_wlc_phy_papd_decode_epsilon.c,21,21
extr_linuxdriversmdbcachebcache.h_bucket_remainder.c,11,11
extr_linuxdriversnetwirelessathath10kmac.c_get_nss_from_chainmask.c,12,12
extr_radare2libranalpanal_arm_cs.c_vas_name.c,14,14
extr_linuxfsfatnamei_vfat.c_vfat_d_version_set.c,9,9
extr_linuxdriversgpudrmmsmdispmdp4mdp4_plane.c_mdp4_plane_atomic_check.c,7,7
extr_linuxdriversmtdubiubi.h_ubi_is_fm_vol.c,11,11
extr_linuxdriversusbhostdwc_otgdwc_otg_pcd_intr.c_print_memory_payload.c,6,6
extr_linuxdriversnetdsamv88e6xxxhwtstamp.h_mv88e6xxx_port_txtstamp.c,9,9
extr_linuxtoolsperfuistdio....util..utiltarget.h_target__has_cpu.c,13,13
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_init.c,31,31
extr_linuxdriversstagingmediadavinci_vpfedm365_ipipe.c_ipipe_validate_yuv422_conv_params.c,10,10
extr_linuxdriversmediapcitw5864tw5864-video.c_tw5864_enum_fmt_vid_cap.c,15,15
extr_linuxdriversmediaplatformdavincivpbe.c_vpbe_get_output.c,7,7
extr_linuxdriversgpudrmi915intel_display.c_skl_plane_ctl_alpha.c,12,12
extr_linuxkerneltracetrace.c_print_snapshot_help.c,6,6
extr_darwin-xnuosfmkkernprocessor.c_processor_pset.c,7,7
extr_radare2librcorevisual.c_isSpace.c,25,25
